a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t
0.179671691,,-1.155756034,-0.22204614,-1.124885111,1.285095605,1.271938299,,-1.214465052,-0.25064749,0.508031052,1.499541127,0.981580403,-1.993932082,-0.779296995,-1.122493019,1.346394204,2.073378769,-0.207151534,
-0.074614,-0.09514331,0.706129575,2.42663313,-1.443242867,,1.579690671,-1.342419539,-1.266147408,-0.090576292,0.979049915,0.155867345,0.589798152,-0.231634288,-1.250095365,-1.133436532,0.18899578,1.044674337,-1.944523561,-0.301825273
-0.647412426,1.003576617,-0.751363691,-0.933192067,-0.852214482,-0.239915453,-0.046773565,,-0.972123332,1.631035363,-0.639106293,1.06694051,-0.951342485,-0.399410821,0.81251722,1.028733597,-0.87291518,-0.450956613,-0.471148009,0.560541497
0.871706947,0.166143726,1.239030753,0.971145881,-0.329228397,0.070414079,0.682114356,0.107195732,-2.306543596,-0.89767778,1.030595666,-0.566353707,0.810339088,0.48060119,-0.629355849,-0.701876154,0.797795601,0.023952897,0.233087166,-1.259350777
1.776468589,-1.185657172,0.967215818,1.341032177,0.261419482,0.445019617,0.461237378,-2.591382646,0.954247348,1.208571301,2.026516486,0.236219827,1.029605607,,0.701570269,-2.076096264,-0.446587068,-0.789222113,-0.89480501,0.10104986
0.895805204,-0.984065915,-0.216810149,,-1.007620475,-0.857585558,-0.399939931,,-0.444008556,-1.087100804,-0.855952798,-1.347229171,0.172884221,0.555552859,-0.253333886,-1.000509103,-1.845882917,-1.560386986,-0.888988264,0.989444233
0.072596128,-0.97850598,0.644422346,0.293751563,,-0.761207703,1.500549104,0.064156526,-0.32786734,-0.764966457,-0.400559865,,0.696998943,1.041670949,0.362277766,0.339051846,-0.844255421,,-1.019799859,-1.362797706
-2.307301468,-1.886579174,-0.121285324,2.843823648,-0.81541915,-0.813213977,-2.038417998,0.790501962,0.567867471,,0.354051921,-0.75445557,-3.180431852,,-2.413215578,0.085286236,0.013128841,-2.105260214,-1.586700313,-0.807672321
1.715365437,-0.063563177,-0.85821771,,-0.391306918,0.546285819,0.161695529,0.513590856,-0.099707133,0.55526938,-0.640646867,0.959306354,1.188039692,0.23709489,0.986457847,-0.351990113,1.174411951,1.175761795,1.329496911,0.578804988
1.544607682,0.807954855,-0.079130499,-0.621823637,0.860132388,-1.066058863,1.519641262,-0.096626535,,0.49522806,-0.85292158,1.026635726,1.253718985,0.295681264,0.218512931,0.518119584,0.250860612,0.526183585,1.011260165,0.275504112
-0.398403219,0.00143838,-2.448570003,-1.492479217,-0.348786233,0.707972227,0.781713377,0.379786979,-0.458624943,-0.293134377,-3.171008565,0.478722886,,0.438985091,0.871844778,0.457929926,-0.384619998,-0.218966428,-0.413215384,-0.040760655
1.061069155,-0.261582307,-0.801323861,-1.801280691,-0.287397136,0.384666286,2.316489786,-0.116566445,-0.822774215,0.482935957,-0.410636404,0.173491209,0.547725684,-0.116667628,0.57730444,0.993358666,-0.260696501,-1.182734604,-0.541368331,-1.731793566
-1.903276482,-0.872386137,-1.974419335,,0.130954647,0.021818172,,0.726957153,-0.831448428,0.187980485,-0.991942043,-2.56474651,-1.085072251,-0.079294068,-1.677547756,0.446285576,0.131531703,-0.029710621,0.110178557,
-0.319805675,-1.723582035,-0.744074719,-0.544221483,-1.290968205,-1.653951969,0.894255397,,0.30351357,-1.714216684,-0.162452693,-0.096178694,-0.987999303,0.361247786,-1.933590957,0.043702128,-1.885879848,-1.345869007,-1.951510392,
0.335034247,-0.974578063,1.351767198,-0.508630646,0.765584717,-1.218074363,-1.462734136,-0.579928355,1.163395943,-0.850754085,0.71898713,0.034776309,0.738954668,,1.394873475,1.492726123,-0.412860482,-0.264476509,0.96094726,0.810792958
1.669376636,-1.654057516,0.166098868,0.849958747,-0.843403266,-0.717380225,-0.398940436,-1.174822882,-0.150708634,-0.115693481,1.196058163,-0.08964379,1.767225339,-0.279779289,0.026326585,0.148219675,-0.851877729,-0.054643169,-0.685971295,1.104333334
0.103599694,-1.430509695,-0.164221972,0.931751403,,-0.102572731,-1.261487887,0.353276785,0.397304334,-0.3169396,-0.669411081,1.287178633,-0.452798723,1.141930466,0.602619573,-1.012118008,0.763519212,-0.247697689,1.363018828,-2.477850288
,-0.603506635,-0.310760393,0.747325376,1.368537061,1.324369515,,-0.406131476,0.640447585,-0.308797897,0.01775813,-0.205091471,0.363618056,0.116690167,0.582828471,0.171032351,0.954211128,0.461039393,,0.398508282
,-0.606167564,2.555328851,-0.62146059,-0.080752534,,1.09839571,1.375577639,0.132129694,0.15979923,1.638404514,-0.33445423,-1.291053466,,0.530109841,1.236088665,-0.009478697,0.16117068,0.985730627,-1.035264964
0.271272203,1.555109808,,-0.190684636,0.245955369,0.37276788,-1.320090017,-2.176051911,,0.23609284,,,1.252630309,,1.260824574,-1.678783282,-0.068423423,,-0.784023096,-0.18976643
-1.984050016,-0.262769314,0.456383877,0.344230198,0.766296776,0.190038841,,0.836738807,-0.587664293,-0.293961759,,-0.764956995,-0.899820934,2.684204922,-0.611324764,1.018118042,0.490801589,0.227887746,0.886691595,1.315061542
0.27106628,-1.238756148,0.248323683,0.379432307,-0.907876383,-1.909482398,,,-0.051730292,,-0.362146126,1.220970043,0.205491916,-2.992337486,-0.438306543,-0.252904371,-1.620345953,-1.913543378,-1.456477423,-0.36351391
1.805393389,0.170563188,-0.426958622,0.983037048,-0.643771483,0.624347017,0.271398622,-1.57011977,0.333442764,0.085597769,-0.618702107,0.796961446,1.156435727,0.117950084,1.762676152,-1.036237332,,-0.231602847,-2.112246908,0.150843709
-0.053183312,-0.397446642,,0.601409953,0.854729617,0.074919653,0.173474017,-1.873925956,0.725816668,-0.556044843,-0.240952397,0.523630406,0.450311473,1.002614449,0.217685974,-1.434727984,1.354193447,0.704037865,-0.784214921,0.814696969
1.160296036,,0.028479877,-0.792166835,1.004620836,-0.853191034,-0.118309364,-0.600544451,-0.045611102,-0.656550902,1.377162046,,0.656438185,,1.504395461,-0.215165492,0.506188445,-0.958055269,0.042966218,-1.684150019
0.298339043,0.215927599,-0.831173421,-0.899822457,-1.917603663,-0.409625291,-1.275556053,-0.154444129,-1.886571067,1.307565364,,,-0.421243778,0.65819009,-0.509053816,-0.291781108,-1.369297004,-0.788149121,,-0.703415756
-1.007888937,0.427165045,-0.265774309,-0.182888041,-0.113738005,-0.415480883,0.092068667,0.62607916,-0.807518245,0.613752215,,,-0.313996489,-0.828006396,-0.194829608,0.556237783,-0.41895921,0.495958063,-0.769765496,0.750512195
0.093333942,0.796603262,2.269744131,-2.247708056,,0.823368885,-0.526474384,0.618324511,0.242899286,-0.292099286,1.884415611,1.864651313,0.196138436,-0.344742287,0.819968166,-0.409548639,0.104106873,0.613383578,0.312108251,0.255947057
-0.148115677,0.192693946,1.032369473,-0.259063938,0.388267858,0.651580408,2.38061955,-0.421028944,-0.76307847,-0.021897795,1.47952779,0.42545209,-0.941821486,-0.494835963,0.697718963,-1.123305956,0.517098856,0.441200611,-0.290193214,-1.491264752
-1.979702102,-2.134936503,-0.412818412,-0.994612947,-1.23130809,0.021581768,0.334934791,-0.162996076,-1.719378393,0.231335208,-1.706777559,-1.876801197,-0.966662787,-0.556720008,,-0.831504222,-1.466184541,-0.975840592,,-0.994898913
0.731322128,,0.369664404,-0.71063782,-1.176475887,-0.166263341,-1.126058743,0.484748823,-0.560797263,-0.533216629,-0.176567574,-0.839089234,,0.027036081,-0.929399343,-0.365540693,-1.68562042,-1.558335586,0.299197044,0.001880113
-0.544261718,-1.01792145,0.035913077,0.048082102,-0.51617271,-0.551118319,0.517283663,0.177747701,,0.110333997,1.118047745,-0.360060852,0.064710146,-0.398019399,-0.824328945,0.276305117,0.288189755,0.326578611,-0.476482166,0.725932852
0.225837258,-1.660799562,-1.274296811,2.149162469,-1.081630546,,-0.680325668,-0.678575404,-0.28589161,-1.2678031,-0.541157642,-1.399699169,,0.810049983,-1.57291873,-0.068533236,0.184935218,0.036668988,-1.239224967,0.769275767
,,1.694264149,1.24578845,0.213308924,0.38767551,0.559638171,0.396764211,0.593279335,1.099210292,0.187237495,-1.599659813,-1.749617166,-0.348050621,-0.960302995,0.605302261,0.287160543,,0.326003541,1.95699917
,,0.278559592,-1.855796544,0.185581031,-1.030392028,0.532058193,-0.769405517,-0.229442437,-0.767444483,0.014534275,0.19881319,1.476001735,-0.677358788,-0.204019505,0.212206687,-0.14402271,0.026723634,-0.851743045,0.627928624
-1.397005904,-1.12963597,0.910475595,,0.456504724,-1.181150117,0.338285918,-0.549310663,-0.749669244,-0.463180216,1.136898457,0.052932307,-1.199272563,0.115266196,1.688165979,0.412524748,0.19133632,-1.993310369,-1.176201561,-0.471614181
-0.35573253,0.505679211,-1.028667,,-0.911098965,1.42400495,,0.872946321,-0.541848609,0.630348011,-1.446368123,,,-0.5975623,0.088129566,1.317549047,-0.238824908,0.285067934,-0.320937329,-0.383249633
1.609435047,-0.682108655,-1.410179713,-0.312342796,-0.186865735,-0.837316914,-0.048214637,2.029369936,-0.169341014,-0.582445835,-1.141635768,-0.163014672,2.025442621,-0.873333644,0.052335854,1.181586715,0.920347835,-0.643654005,1.035753113,1.815426198
0.189743021,-0.404350705,0.881564123,0.410242514,1.179974485,0.001719148,0.709351234,-0.183577685,0.084461175,0.829381405,-0.348318653,-1.277759411,-0.428276311,1.435849187,-0.209933904,,-0.101951841,-0.759806127,1.342775918,1.063973258
-1.033536431,1.940051679,0.482003946,1.343035909,2.081222659,1.17442162,-1.314005912,-0.412249373,2.30114142,0.893344941,0.551603404,,-0.258932732,-0.289412198,1.20497353,0.180739084,2.127177469,2.778591753,1.556577164,0.957342443
2.01523463,0.180168418,-0.11425524,1.016219901,0.165313582,0.497891745,1.946138403,0.214350097,0.188012411,-0.012372036,0.135992019,0.734825973,1.552135123,0.188465949,0.533368433,-0.43440869,0.301956531,-0.804785055,0.688789861,0.499644315
,0.839343269,1.639969149,0.382399632,-1.969394006,1.442431643,0.639765728,-0.889994369,-0.521300849,,1.810681661,1.290422054,,0.390764448,,-1.221144234,0.173861902,1.247269033,0.035781119,0.953303319
-0.453225762,-1.449188483,1.429717738,-0.757898536,-0.823451295,-0.200256451,-0.456339314,0.315333443,-1.66338361,0.50145807,-0.235997785,-0.256126225,0.167880404,-0.190557233,-0.748048259,0.630896964,-0.588876786,-0.340260699,-1.018888625,0.214052721
-0.189838555,-1.358953103,,0.205607456,1.698313091,-0.762322445,0.070358331,-1.053320088,0.927861153,-0.197467962,-0.961606006,-2.480556607,-1.072753329,,-1.187163392,-1.408263048,1.326559867,0.234762724,0.260535337,
0.818308167,0.091864321,0.74439908,0.58498805,-1.394334054,0.672366531,0.745590779,0.617486345,-0.718170478,0.509922509,0.672430682,,0.496862794,-1.199520822,0.005354573,-0.345437774,-0.507152288,-1.169412715,0.094972164,1.142130498
0.072391558,-0.816512994,1.000400618,-0.969994643,1.053120336,,-1.383752735,0.926495705,,-1.993998595,-1.057923895,0.349723968,-0.412558525,-1.313914459,0.339128653,-0.442155379,0.492155513,-1.309614426,0.690919932,0.835716399
0.826490672,1.088172609,-0.537023173,1.360052459,0.770133182,,-0.78915735,,0.602011508,-0.582330081,-1.337139432,1.129084258,0.29461574,0.431925777,0.975111383,-0.74034432,-0.084265387,,0.148025063,-1.021839542
1.165097087,1.58487862,-2.57165889,1.573841646,0.020980458,1.551562018,-1.777053141,0.660058288,,0.505879497,-1.365371514,2.861408632,-0.088533503,0.642160471,1.227222821,1.741402648,0.157010559,0.718790624,1.07187277,0.869312911
-0.75303025,0.487835501,-0.97930635,-1.232842787,1.465736351,-0.546056787,-0.747699982,-3.804763046,1.192650545,0.073926895,-0.186489774,0.381864845,-1.380860819,1.461610325,0.544280006,-1.558737969,1.18219484,2.270003085,-0.222576958,1.282187088
-1.726677591,0.698735864,-0.173277075,1.223828856,-0.003195451,0.653131668,-0.210086061,0.306099969,1.03498167,-0.846035249,-0.003205702,-1.097751035,-1.684515048,-0.025664747,0.082302723,-1.073207022,0.386660286,1.816634151,-1.307281537,-1.013648892
-0.037926677,-0.477346296,-0.371906134,-1.185922301,0.166136265,0.235914135,,-1.309619949,0.172040443,0.430050719,1.208398395,-0.864723092,-0.537463132,,0.393723474,0.343454809,-0.177566387,0.955300958,,-0.816829223
0.791832066,-1.417977402,-0.989020703,0.849365082,-0.661959976,-0.029013994,-1.054836618,-1.614400451,-0.287992915,-0.41644066,-1.483444177,,0.098349128,-1.106293556,-0.000983542,-1.680020955,-2.025268421,,-1.024576651,1.345120783
0.563921922,0.072212586,2.084828253,0.052595971,0.092152041,-0.573341221,-0.616249073,-0.67782189,0.084605816,-1.062485715,0.363138179,,0.820528866,-1.439436128,-0.245601601,-1.494388819,-0.557164032,-0.131359894,-0.806333703,-0.537631052
0.362843338,-1.77548093,-1.042531169,-1.649339069,0.341588156,-1.348952921,2.297875899,0.597870052,0.165904765,0.143249764,0.780476808,0.037531322,2.153415779,0.372526642,0.816833719,-0.216617656,0.336085592,-0.392163713,0.433638906,-0.878410623
0.699716261,-0.945010869,-0.855171443,-1.046600215,-0.344469949,-1.065764182,0.325576878,,0.955413133,0.425495366,-0.081824079,-0.502021197,,0.772454433,0.013182248,-0.768194419,-2.249680872,,-0.550310597,0.64944948
0.326519264,-0.614760172,1.103284438,0.070781901,1.303993191,-1.230708297,0.187109829,-1.041980729,1.480822909,-0.052106894,2.375218182,0.412185862,,0.236319166,1.710725304,-0.25971335,0.058595862,-0.692593578,-0.073770066,-0.532925377
-0.314550541,1.607316252,-0.447305219,0.274623483,-0.38101717,,0.981983991,0.114829751,1.220570817,-0.546637314,-0.167832764,0.614116285,-0.200642378,-0.293155075,-0.250077585,0.09886037,0.996076963,2.000424829,-0.056426558,-2.368479271
-1.174062184,1.002665222,-1.718502976,1.469557683,0.092162796,1.350883224,-1.139492392,1.163004696,,1.150945238,-2.046383276,2.474765237,-0.922206122,0.515658447,0.047422916,1.399217977,,0.400781549,,1.009824914
,0.189850541,0.602972357,-1.079454693,-0.476937267,,-0.510040977,-1.216108229,0.526856474,2.878991179,-0.507012097,0.208648114,-0.71037923,,-1.303403282,1.39550067,-0.033052682,-0.143954175,-1.779798178,0.003365958
,1.04380725,-0.212375248,,-1.6249683,0.363658609,0.615139794,-1.267200636,-0.558639533,1.543221802,,0.453746552,-0.064687105,-2.562367308,-1.110337907,-0.44188307,-0.073879669,0.74799119,-1.305787628,1.161884937
-0.082395422,,1.506032565,-1.413290325,0.309553408,-0.289412397,1.150127034,0.071199627,,1.430963905,-0.109235259,0.736786057,-1.133892851,-0.181394834,2.096180078,2.425377885,-0.43329186,-0.722446793,-0.341794153,-2.146248233
0.079712529,-0.553781603,-0.742521384,-0.599319227,-0.448267917,-0.308396823,,0.994436307,,0.656646496,0.129775901,-0.644345787,-0.204613134,,1.326671445,0.518238448,-1.973196217,-2.146315111,0.197734127,
-0.69318484,-2.1106511,2.161611863,0.00644152,-1.430646068,-0.494971015,-0.522640419,0.291581884,,-0.513909642,-0.9503891,0.194832734,0.045900436,,-1.342390576,,-0.351485336,-1.076367148,-1.125190983,-0.765426851
1.053970759,0.947497245,-0.971484293,,,-0.09281126,,-0.538267707,0.538351276,0.736554838,-1.707948597,1.471487443,-1.404444425,0.159794446,1.597156317,,0.526815127,-0.133411405,-0.472916736,
0.888546418,1.140069519,-0.218889989,-1.181962368,-0.743688442,0.595301788,-0.960474349,0.367328962,-1.077694713,0.892640447,-0.186205413,1.511528551,-0.178184386,-0.849515409,0.543963207,0.326113526,-1.199610866,0.612062486,0.505419698,
0.687850223,-0.601092869,0.345947669,-0.670104891,0.031388906,0.654610183,0.706588602,1.464226718,0.930316706,0.012369547,0.709737236,1.157857544,1.081271859,-2.027219634,-0.0332334,0.71683957,-0.600367924,-0.682280999,1.182920117,0.032180312
-1.090829701,-2.323432602,-1.416444316,0.89718933,,-1.386048803,-0.403543907,-0.076449851,0.34888778,-0.025927655,-1.028855378,-2.343385844,-1.416639105,-0.427721507,-1.262571058,1.282723009,0.889654021,,-1.534906134,0.201341682
-1.217609218,0.416943398,-0.772915418,0.598874549,0.024257118,0.793325614,-1.047275084,0.217699661,1.030505375,0.004934485,,0.297368784,-0.391345502,0.774363384,-1.152552575,0.566619331,-0.070141174,-0.158969785,-1.042275805,-0.358795579
-0.732483536,-0.530988041,0.518415727,-0.065017148,-1.280306319,-0.578009731,1.06760805,1.840876643,-0.306736436,-0.891838636,-0.740608686,-0.663947724,-0.48517015,0.008846032,-1.191353041,2.134083118,-0.514037994,-1.444898598,-1.691288535,0.236520947
-0.434024529,0.353165336,2.063914046,0.34956436,1.967933687,0.638971831,-2.293351995,0.06878647,1.656880475,0.91244743,1.030327152,-0.642048115,-0.242269938,-0.233697792,0.140662811,0.902884973,2.030765518,0.658565326,1.188331947,1.526288426
0.914984536,-0.536121746,1.170897343,-0.169297897,1.196724588,-1.350137725,-0.54397271,-1.713889416,0.93732737,-1.424339435,1.072597205,0.762109145,1.05512196,0.772117378,1.943644154,-0.033014241,0.496123924,-0.375486318,-0.40974923,-0.909781706
-0.10212731,-0.334837134,0.266128703,1.258408244,1.245334644,-0.384858019,-1.530290784,1.796748254,0.180143429,-0.564031688,0.374289126,-0.020014375,0.241763594,,0.045324282,1.916180039,0.494566153,-0.757415113,1.139687919,0.721147046
0.089947084,-0.741208526,1.04151843,-2.157741687,0.353735751,-0.94356474,-1.253939994,-0.502198786,0.021316334,0.056824382,,0.434289126,-0.646776657,-0.720789988,0.87844665,,,,-0.421259608,-1.272318942
-0.083340943,-2.111669183,-0.776216344,1.706791482,-1.186690758,-0.564386418,1.564490594,0.788730703,,0.344120947,,-1.558223904,0.180637136,,-2.434850685,-0.446175746,-0.051190549,-1.217614528,-1.089303411,1.221001221
-0.197137544,1.535103342,-0.410436377,-1.499680027,0.7580946,1.883045453,-1.028306795,0.488192131,1.664527948,0.092657747,-0.647007958,0.506341435,,0.359991219,0.857592637,-0.253883334,1.598157441,1.282562197,0.143619007,0.875935393
-0.28966674,1.604962368,-0.485796891,-0.738883953,0.016540828,0.247740801,-0.898653651,-2.151077745,-1.050310831,0.349847552,-0.902881772,0.400078731,-0.726681422,0.42662812,-1.212355026,-1.05259113,0.217373353,1.443295234,-1.551480876,-0.832105537
1.448911302,-0.717890772,-0.507455626,0.950715043,0.370563604,-0.62925873,-1.939861801,0.633044677,0.218019509,0.462527248,-0.472217687,0.2813636,-1.419924787,-0.193201746,,,0.405000472,1.057972562,0.845404863,-0.040842092
0.640480025,-0.455595284,-0.7054572,-0.824133746,-1.839541765,0.003589399,2.221523798,0.488033965,,-0.441366176,-0.153109205,-0.624990981,2.317961885,-0.929936594,,-0.307090124,-0.180658011,-0.274646809,-1.656832169,-0.334342623
0.877196153,0.99554317,-0.464828778,1.126317105,-1.516469254,0.961074385,-1.14448286,0.176520557,-0.896691226,0.900945135,-1.701343541,1.334403395,0.519875882,-1.045501231,-0.094664189,0.70771771,-1.132397168,-0.453841161,-1.935204268,1.187966165
0.198470408,0.953374668,-0.035251562,-1.311572915,,2.11728699,1.504986288,,-0.284806704,1.172940176,-0.006070899,0.621618121,-0.263599204,-0.170074652,1.079062669,0.717809713,1.054789906,,1.384796546,-0.386935554
-0.263021207,0.466286466,0.093650222,-1.091647673,-0.790995528,,0.261219001,0.604976443,-0.654902478,0.383244625,-0.429998494,-0.137785793,-0.720837939,-3.538214176,,0.541364978,-0.092944126,0.098284344,-0.739076058,-0.038762322
-1.420236776,0.666560389,0.126722292,-0.890175669,-0.190036082,0.063302652,-0.224487415,1.230547295,0.18015322,-0.173653964,-0.377373475,,0.684252854,0.65704272,-0.342446381,,0.219758973,-0.428237439,0.513305547,0.452850184
1.378385029,1.123133077,0.771454962,1.357538259,0.840371585,0.192539193,-0.62909563,-2.307725922,0.632687894,-0.107399848,2.594311261,1.155440381,1.916690218,1.120772547,2.214694264,-0.522588949,-0.284184566,0.549266035,-0.056603517,-1.541177684
-0.113197004,-0.305797731,-0.286613083,1.771936002,-0.743509465,-0.028201709,0.437665261,-1.488547598,,-0.011873831,0.12848195,-0.655052246,0.090334691,-0.301237083,0.497504904,,-1.021015165,,-0.794433816,0.777169142
0.992119734,0.106961387,0.514438658,-0.015636956,1.061722198,0.133787311,,0.58722716,-0.381803148,-0.373370425,0.717066167,-0.393774582,1.65036393,0.100024555,,1.831267143,1.861203987,1.549007093,0.484318907,
1.417870984,0.721311406,0.62879262,-1.235628879,-0.10415807,0.346166234,,0.255638429,0.697486926,0.443060831,0.166631588,0.503691976,1.082168002,-0.877376768,0.428733463,0.349078972,0.344698781,0.508406934,1.116443027,-0.686637545
0.277854505,-1.630615107,-0.112286078,-1.040844004,1.054724109,,-1.69213724,-1.138927035,0.608612433,-0.511445388,-1.029835144,,-0.032554867,2.008160886,0.030242794,-0.537288532,0.319197177,-0.742506555,-0.235389928,1.492795684
-1.312916564,0.522703883,,,,0.562753737,-0.275460661,0.604470177,,1.103672203,-0.581664533,-0.037069148,,-0.969874141,-0.22785434,0.371304119,,0.346526252,-0.160861311,-0.270626157
0.173062196,-1.14039428,-0.870552529,,-1.253652102,-1.137083761,1.71541769,0.325359273,-1.368900201,0.876415057,-1.212751938,-0.843153068,-0.073599435,,-1.076042293,0.027795063,-1.883375459,-0.97969039,-0.74870449,0.258156671
-1.137966007,-0.341635823,,-1.364119752,-0.485005777,-0.647630929,-0.316073114,-2.240632567,,0.125212641,0.607512608,1.625712804,-0.380752684,-0.25094277,-0.726211404,0.301290871,-2.148089551,-1.151172183,-1.781799041,-0.282207195
0.680270581,-2.792928859,0.519394265,0.299596343,0.161369189,-1.943892144,0.763287082,-0.39156805,-1.021652988,-0.672150412,,-1.544670016,,-1.071593494,-0.622926518,-0.257561743,-0.334665305,,-0.209940768,-0.855063135
0.70864827,,0.962897976,-1.267053816,0.649491444,-0.303008759,-1.020025121,0.473595663,0.468449392,0.533504472,-1.019107943,1.445909434,0.207676037,0.58695798,1.868382816,0.003349201,-1.289309656,,-0.062107547,0.13206019
0.308161547,-1.011049809,1.114730249,-0.432486228,-0.585071857,-0.624847209,1.211981735,-0.30334873,0.353190444,,0.165215372,-0.225303172,1.255591247,-0.936515939,,-0.417715183,-2.003622329,-1.678578007,-1.005255706,-0.021973606
-0.42716332,-0.263674611,0.057042346,-0.48990753,-0.568564006,,3.078092361,-0.871331343,-0.542407574,,,-0.137326312,-0.476312044,-0.245147714,-0.940440632,-0.897150051,0.797884918,-0.552684639,-0.844823106,-0.552440817
0.554000208,-0.597225385,0.277599818,-0.464254928,-0.296967166,-1.160287057,,-0.170333805,-0.703196501,,0.212892656,,1.328989014,0.822636977,-0.360031132,-0.025271516,0.36618047,-0.461834051,-0.263153429,0.281103525
0.451767725,1.135142389,1.530050073,-0.553131358,-0.297093663,0.562725645,,0.215790787,-0.27085445,,1.511808152,0.84756692,-0.840869387,-1.277035638,-0.078984318,0.283297135,0.21116429,,-0.47549837,0.016711282
0.373699793,0.107698665,0.610961654,-0.766938082,-0.56199562,-0.358948415,-0.069002243,0.947370491,-0.504162286,0.145029731,-0.094505636,-0.241126055,,-0.911247495,-0.627435317,0.946873822,,1.024357953,0.531177992,0.94353491
0.860380498,-0.717350745,0.113509118,-0.000461571,-0.003281267,-0.774295045,-2.745326938,0.56197299,-0.15045837,0.335380458,-1.673623089,0.654685905,,-0.317412305,0.612014877,0.168429814,-0.418967452,-0.291545915,,0.659410327
1.268817091,-1.907235157,0.680242875,0.468103855,0.424438561,-1.41213833,-0.087805187,-0.513115478,0.806954095,-1.590589621,-0.027847129,0.512741109,0.012624093,0.715761379,-0.057576591,-2.185837852,0.192677629,-2.340266514,,1.434348294
1.365307881,,,-1.538251953,0.337918444,0.731029702,-0.264627736,0.318095239,0.445733182,0.09128899,-1.641568063,2.013710705,-0.236505373,1.398419378,1.258622134,-0.550654356,,,0.456350026,-1.815317084
0.541538544,-0.45364507,1.493250113,0.713163668,-0.180774163,-0.408738577,-2.826748268,0.315334419,0.539241008,-0.564002493,1.822947853,-0.248544348,-0.821188668,-0.424783612,-0.178829766,-1.281817538,-0.261208923,0.596945663,0.4527513,-0.334151339
-0.837873883,0.295125298,0.449879545,,0.146923156,0.368897656,1.407839314,0.215278512,-0.657352099,,-0.677430658,-0.025958837,-0.533248327,0.903465094,-0.348184801,1.233996747,-0.199601356,,0.587509677,1.029025345
,0.363825422,2.259865899,-0.04666459,0.758752844,1.063216217,-0.592951779,0.073296479,,-0.377998199,1.282741006,0.31138671,0.209576487,0.097702729,0.188641381,0.089879529,-0.485831888,0.184354078,0.207051654,-0.052131945
-0.297698023,-0.050489137,-0.100651445,-1.611075916,0.718224109,-0.920213247,-0.433017399,,0.643683622,0.374367701,0.928774035,-0.102632805,-0.332199409,0.468150127,0.441659652,1.02050732,-0.187402826,-0.130029474,0.271010812,-1.589809396
0.366698682,0.408478225,-0.567459944,0.537003697,-0.062516752,0.856730172,-1.144560614,-0.42633292,-0.99384176,0.19924282,-0.267123482,0.077650686,0.705350419,0.360006057,-0.604469075,-0.391428109,,-0.098718475,0.375706493,1.159516778
-0.161501113,,0.184830751,0.006141477,-0.675224855,-0.762723116,-1.240271732,0.032958686,-0.755375704,,-0.126421948,1.078698146,0.499190331,-2.265788732,0.329053424,-0.390837659,-2.239457346,-0.259920857,-0.958331959,0.367985225
0.765301603,-1.250020802,,0.513712836,-0.03882255,-1.359008224,-0.126510737,1.209265734,-0.678634607,-1.159298804,-0.202285822,0.880555892,0.627014738,-0.691340037,0.007550804,0.725981071,-0.935482726,-1.310794157,1.380990712,-0.035473305
-0.531135907,-1.350146987,-0.393302776,-0.712950165,-0.10103451,-1.184134915,1.205882887,1.240039521,-0.120252413,-1.836796626,-1.938268037,,-1.126451072,0.966938475,-1.274082324,1.08727751,-0.819232249,-2.74272273,-1.81050594,-0.145629918
,,1.011921061,0.507988494,2.277126574,,,0.483802434,1.831525106,0.563072539,0.075363496,-1.225022545,-0.748909425,1.359250186,0.383634556,1.119891054,-0.281429845,0.099083259,0.753055517,-1.093848729
-2.315368279,0.074493301,0.303497637,-0.608756476,0.872084495,0.816065152,-0.97585744,-1.091516714,0.698246648,,0.170337201,-0.81382065,,0.191477497,-1.549119626,,0.181699732,0.096373301,-0.427807198,1.930436063
-0.215301,0.561835244,-0.76243448,0.682674309,0.028864453,-0.474763589,-1.868660875,0.004039518,0.696365219,0.611579057,-0.288562439,-0.307502965,-0.633308429,,-0.261998954,,,0.425627962,0.005214262,-0.312352689
-1.606926199,-0.197673886,,,0.18332147,,-1.702725334,0.758344264,,-1.091726662,-0.411499314,-1.264888522,-1.475163161,-0.365110961,-1.779312425,-0.12179557,-0.115371259,0.906864224,-0.377798467,0.433423821
0.65277062,0.669781192,0.001687859,-0.678710409,-0.759707271,0.71617779,-0.142510929,-0.630532827,-0.516918263,0.396067186,0.300365841,1.194558471,1.724902456,-1.366501303,0.31357086,-0.216210176,,-0.557638055,-0.737873955,0.951437508
0.649291358,2.731379259,0.696710842,-0.577736334,,2.638239541,-0.051146631,0.2368159,1.468102458,2.617959285,-0.62210663,,-0.185486285,0.403892768,2.517372669,-1.019999919,,2.661554952,2.353655692,0.878602399
-1.376923354,-0.787121816,-0.279142251,0.981198118,0.424907462,-0.498134413,0.354641434,-1.214806029,0.914050714,-0.01309088,-1.824377312,-0.716339939,,0.77144504,,1.316597083,0.30786203,-0.896272036,,-1.209402971
,0.569446627,-1.674778349,,-1.190457889,0.484658333,0.786064882,-0.474615178,-0.11725159,-1.182133966,-0.131992463,0.040931299,-1.019539159,-0.085642351,-0.371165058,-1.174234438,-0.201707263,-0.414213634,-1.434169502,0.844854287
